,Date / Time,City,State,Country,Shape,Duration,Summary,Posted,Images
2638,4/17/20 20:00,Phoenix,AZ,USA,Light,15 minutes,They seemed to be on a mission. ((Starlink satellites?)),6/25/20,
2639,4/17/20 20:00,Mount Holly,NC,USA,Fireball,1 minute,Large Fireballs appeared orniting each other before moving rapidly out of sight,6/25/20,
2640,4/17/20 20:00,Prescott,AZ,USA,Circle,30 minutes,"Procession of white round objects, lasting about 30 min. moving at uniform speed without sound. ((Starlink satellites?))",6/25/20,
2641,4/17/20 19:45,Phoenix,AZ,USA,Light,~20 minutes,39 light objects crossing sky from west to northeast. ((Starlink satellites??)),5/1/20,
2642,4/17/20 19:20,Franklin,TN,USA,Light,3 minutes,Exited sun glint off of a satellite.,6/25/20,
2643,4/17/20 18:45,Helotes,TX,USA,,,MADAR Node 158,6/25/20,
2644,4/17/20 12:04,Walla Walla,WA,USA,,,MADAR Node 130,6/25/20,
2645,4/17/20 11:00,Sweet Home,OR,USA,Light,30 minutes +,We noticed that what looked like satellites. ((Starlink satellites?)),6/25/20,
2646,4/17/20 11:00,Gig Harbor,WA,USA,Other,10 minutes,"High Altitude balloon at 50,000 feet MSL. ((NUFORC Note: Possibly a high-altitude, helium-filled research balloon?? PD))",6/25/20,
2647,4/17/20 10:15,Roscommon,MI,USA,Circle,30 minutes,Multiple clear solid lights moving steady and fast mainly west to East. ((Starlink satellites?)),6/25/20,
2648,4/17/20 09:35,Winston,OR,USA,Formation,25 minutes,"Objects in formation from S to N, atleast 45 that were counted. ((Starlink satellites?))",6/25/20,
2649,4/17/20 09:35,Mancelona,MI,USA,Light,<1 hour,"My oldest daughter (17) noticed some ""planes flying"" really fast. ((Starlink satellites?))",6/25/20,
2650,4/17/20 09:35,Winston,OR,USA,Formation,25 minutes,"Objects in formation from S to N, atleast 45 that were counted & some on poor cell video. ((Starlink satellites?))",6/25/20,
2651,4/17/20 09:10,Pocatello,ID,USA,Circle,15,"several lights in a line, following the others. Heading North East. ((Starlink satellites?))",6/25/20,
2652,4/17/20 08:00,Napa,CA,USA,Unknown,15 minutes,a moving star looked like a satellite except there were others following there were 30 total. ((Starlink satellites?)),6/25/20,
2653,4/17/20 04:20,Kensington,CA,USA,Formation,1 minute,Single file line of close-together evenly-spaced bright blue balls of lights moving smoothly across sky (W to E) & fading into horizon.,6/25/20,
2654,4/16/20 23:00,Lawton,OK,USA,Light,15 minutes,Saw 18 bright small lights following each other in a line. ((Starlink satellites)),5/15/20,
2655,4/16/20 22:55,Tome,NM,USA,,still going on,Continuous flickering light appears to be slowly moving.,5/15/20,
2656,4/16/20 22:40,Broken Arrow,OK,USA,Circle,10 minutes,White light circular in shape changed to orange over Creek Turnpike.,6/25/20,
2657,4/16/20 22:30,Lowell,OR,USA,Unknown,1 hour,Reports came over emergency dispatch radio of upwards of 100 UFOs. ((Starlink satellites?)),6/25/20,
2658,4/16/20 22:30,Mississauga (Canada),ON,Canada,Oval,30 minutes,"large craft with very bright lights, Mississauga, Ontario.",5/1/20,
2659,4/16/20 22:13,Pontiac,MI,USA,Circle,22:29,"seen 7 what looked like stars but lit up brightly into triangle & dim out , also 1 big circle & sm circle that lit up when strobed",6/25/20,
2660,4/16/20 22:10,Libby,MT,USA,Light,10 minutes,String of lights over Northwest Montana. ((Starlink satellites)),5/15/20,
2661,4/16/20 22:05,Sandy,UT,USA,Light,30 minutes,tons of lights flying across sky in Utah. ((Starlink satellites?)),6/25/20,
2662,4/16/20 22:00,Greenwood,AR,USA,Light,5 minute,Many people in Ar River Valley reporting as many as 50 lights flying extremely high altitude ((Starlink satellites?)),6/25/20,
2663,4/16/20 22:00,Nampa,ID,USA,Light,15 minutes,I looked up at the sky see the stars and suddenly I thought I was dizzy ((Starlink satellites)),5/15/20,
2664,4/16/20 22:00,West Deptford,NJ,USA,Circle,~45 minutes,"Immensely bright light hovering in West Deptford, New Jersey ((NUFORC Note: Venus. PD))",6/25/20,
2665,4/16/20 22:00,Redding,CA,USA,Unknown,30 minutes,300 plus ships in a sequential formation over California. ((Starlink satellites?)),6/25/20,
2666,4/16/20 22:00,Eagle Creek,OR,USA,Light,10 minutes,Observed 8 bright lights heading NE/E with one changing direction. ((Starlink satellites?)),6/25/20,
2667,4/16/20 22:00,St. Louis,MO,USA,Changing,25+ minutes,"Light. Remained in one location, fading in and out.",6/25/20,
2668,4/16/20 21:50,Muskogee,OK,USA,Circle,10 minutes,I noticed a solid l ight and then another solid light then another. ((Starlink satellites?)),6/25/20,
2669,4/16/20 21:50,Holyoke,MN,USA,Light,40 minutes or more,Many lights traveling in linear motion at a fast pace. No sound. Grouped together. ((Starlink satellites?)),6/25/20,
2670,4/16/20 21:40,Reno,NV,USA,Fireball,5,Floating over Reno and using multiple colors. Clouds got in my way. It was pretty high but not moving.,5/15/20,
2671,4/16/20 21:40,Leslie,AR,USA,Light,10,24 Air craft in US air space. Spotted flying east over Searcy county Arkansas 4/16/2020 . ((Starlink satellites?)),6/25/20,
2672,4/16/20 21:35,Claremore,OK,USA,Formation,10 minutes,Line of craft moving in formation from south to north perfect line spaced exactly. ((Starlink satellites?)),6/25/20,
2673,4/16/20 21:35,Inglewood,CA,USA,Light,30 seconds,how ever i saw a few ligths no the sky at nigth with the neig ((Starlink satellites)),5/15/20,
2674,4/16/20 21:35,Budapest (Hungary),,Hungary,Diamond,10 minutes,50 stars like object moving very fast in straight pattern following each other at low height. ((Starlink satellites?)),6/25/20,
2675,4/16/20 21:32,Gap Mills,WV,USA,Light,9 minutes,While looking north I witnessed 3 dim starlike lights traveling from W to E in a triangular configuration. ((Starlink satellites?)),6/25/20,
2676,4/16/20 21:31,Texarkana,TX,USA,Unknown,8 minutes,Every 12-15 seconds there was another ufo that appeared in the sky around the same area. ((Starlink satellites?)),6/25/20,
2677,4/16/20 21:31,Texarkana,TX,USA,Unknown,8 minutes,Every 12-15 seconds there was another ufo that appeared in the sky around the same area. S((Starlink satellites?)),6/25/20,
2678,4/16/20 21:30,Oscoda,MI,USA,Circle,3 minutes,"Out with dog..looked up and around clear sky.looked southwest, say light and continue to watch it go northeast no sound, no blinking li",6/25/20,
2679,4/16/20 21:30,Strongsville,OH,USA,Changing,1 hour,Bright moving light in the sky,6/25/20,
2680,4/16/20 21:30,Fridley,MN,USA,Light,10 minutes,We saw 23 lights flying north east about 10 seconds apart each one. Different trajectory then Starlink. ((Starlink satellites?)),6/25/20,
2681,4/16/20 21:30,Sachse,TX,USA,Light,30 minutes,26 star like objects separated by 20 degrees passing eact north east. ((Starlink satellites?)),6/25/20,
2682,4/16/20 21:25,Brady,TX,USA,Light,15 minutes,Continuous line of 4 satellite-like objects moving steadily and evenly-spaced across the sky W of us heading N. ((Starlink satellites)),6/25/20,
2683,4/16/20 21:20,Huntington Beach,CA,USA,Unknown,20 seconds,5 solid red lights horizontal. ((Starlink satellites?)),6/25/20,
2684,4/16/20 21:20,Roseville,MN,USA,Light,21 minutes,Lights traveling at high speeds across the sky. Looked like stars. ((Starlink satellites?)),6/25/20,
2685,4/16/20 21:15,Fresno,CA,USA,Circle,10 minutes,Lights flying in a line. ((Starlink satellites)),5/15/20,
2686,4/16/20 21:15,Warm Springs,OR,USA,Formation,15 minutes,Line formation of 20+ lights moving at the same speed across the night sky ((Starlink satellites)),5/15/20,
2687,4/16/20 21:15,Snohomish,WA,USA,Formation,15 minutes,We saw at least 30 single lights on the same flight path over Snohomish moving north. ((Starlink satellites?)),6/25/20,
2688,4/16/20 21:15,Sarnia (Canada),ON,Canada,Light,25 minutes,Six lights a minute apart from W to E then disappearing into a specific area of the sky. ((Starlink satellites?)),6/25/20,
2689,4/16/20 21:15,Fresno,CA,USA,Circle,10 minutes,Lights flying in a line. ((Starlink satellites?)),6/25/20,
2690,4/16/20 21:15,Van Buren,AR,USA,Light,30 minutes,Unknown light trail. ((Starlink satellites?)),6/25/20,
2691,4/16/20 21:15,Coquille,OR,USA,Other,1 hour,Several star like crafts moving S.W to N.E. in a uniform line. ((Starlink satellites?)),6/25/20,
2692,4/16/20 21:11,Lansing,MI,USA,Disk,1 hour,"Disk-shaped UFO with blinking red and white lights in the sky over Lansing, MI.",6/25/20,
2693,4/16/20 21:10,Sisters,OR,USA,Light,3 minutes,"Very unusual, 11 bright non-blinking objects observed east of Sister, OR, trailing one another. ((Starlink satellites))",5/15/20,
2694,4/16/20 21:10,Sacramento,CA,USA,Light,21:20,8 lights hovering over Sacramento skies,5/15/20,
2695,4/16/20 21:10,Arcata,CA,USA,Light,15 minutes,"ARCATA, CA, 15 minute show of MANY satellite-type objects. ((Starlink satellites))",5/1/20,
2696,4/16/20 21:05,Calabasas,CA,USA,Light,Continues,13 White lights with no sound traveling very high and fast in a linear fashion over 5 minutes. ((Starlink satellites?)),6/25/20,
2697,4/16/20 21:05,Concord,CA,USA,Formation,25 minutes,Illuminated objects moving in linear formation. ((Starlink satellites?)),6/25/20,
2698,4/16/20 21:05,Calabasas,CA,USA,Light,Continues,13 White lights with no sound traveling very high and fast in a linear fashion over 5 minutes. ((Starlink satellites)),5/15/20,
2699,4/16/20 21:05,Quartzsite,AZ,USA,Unknown,20+ minutes,Witnessed many objects all enter at one point and all vanish at another in the western night sky. ((Starlink satellites?)),5/1/20,
2700,4/16/20 21:00,Bull Shoals,AR,USA,Light,1 hour,Line of lights with no variation in speed or direction. ((Starlink satellites?)),6/25/20,
2701,4/16/20 21:00,Atoka,OK,USA,Formation,15 minutes,"Single line formation, fast moving, star-like in the western sky. ((Starlink satellites?))",6/25/20,
2702,4/16/20 21:00,Citrus Heights,CA,USA,Formation,1 hour,Star formations moving in unison in a straight line for an hour. ((Starlink satellites?)),6/25/20,
2703,4/16/20 21:00,Fontana,CA,USA,Light,15 minutes,What sorta scared me was these lights were like coming out of no ware ((Starlink satellites?)),6/25/20,
2704,4/16/20 21:00,Pahrump,NV,USA,Formation,10,Went out with my wife to smoke a cig and visually witnessed 30+ unknown aircrafts flying in single line ((Starlink satellites)),5/15/20,
2705,4/16/20 21:00,Thousand Oaks,CA,USA,Light,20 minutes,Almost appeared as bright Satellites moving in a straight line formation evenly spaced. ((Starlink satellites?)),6/25/20,
2706,4/16/20 21:00,Plummer,ID,USA,Light,10 minutes,Large cluster of lights going overhead. ((Starlink satellites)),5/15/20,
2707,4/16/20 21:00,Alhambra,CA,USA,Circle,20 minutes,We had seen one fairly large looking star turning red and white. ((Starlink satellites?)),6/25/20,
2708,4/16/20 21:00,Brentwood,CA,USA,Light,20 minutes or so,High flying lights one after the other heading NE may be 20 lights or more. ((Starlink satellites)),5/15/20,
2709,4/16/20 21:00,Montebello,CA,USA,Unknown,15 minutes,OK as I looked up I know what satellites look like when I spot one in the sky and how fast they're moving and how they do not look like,5/15/20,
2710,4/16/20 21:00,Washougal,WA,USA,Circle,10 minutes,50 lighted objects evenly spaced moving through sky over Washougal WA ((Starlink satellites)),5/15/20,
2711,4/16/20 21:00,Wapato,WA,USA,Light,15 minutes,50+ Wapato string of lights. ((Starlink satellites?)),6/25/20,
2712,4/16/20 20:55,Westerly,RI,USA,Light,7 minutes,"Fast light being followed by helicopter, darting all over the place.",5/1/20,
2713,4/16/20 20:45,Joplin,MO,USA,Light,10 minutes,I noticed a bright light. I then noticed a second then a third. They were flying in a straight line. ((Starlink satellites?)),6/25/20,
2714,4/16/20 20:30,Altadena,CA,USA,Light,1 hour,Witnessed a total of 51 unidentified flying objects (single distant unblinking lights. ((Starlink satellites?)),6/25/20,
2715,4/16/20 20:10,Tracy,CA,USA,Triangle,30 minutes,((NUFORC Note: Witness provides no information about sighting. PD)),5/15/20,
2716,4/16/20 20:00,North Peoria,AZ,USA,Light,15 minutes,Multiple ufos up to 30 over north Peoria Arizona. ((Starlink satellites?)),6/25/20,
2717,4/16/20 20:00,Murrieta,CA,USA,Light,20 minutes,For the course of 30 minutes we witnessed what we thought was just a satellite moving across the night sky ((Starlink satellites?)),6/25/20,
2718,4/16/20 20:00,Paradise and Quincy,CA,USA,Formation,1-2 hours,Many continual crafts moving one after another in perfect spacing and speed. ((Starlink satellites?)),6/25/20,
2719,4/16/20 19:45,Plymouth,MN,USA,,15 minutes,At least 30 white lights flying in straight line moving south west to north east. ((Starlink satellites?)),6/25/20,
2720,4/16/20 19:30,Lamont,CA,USA,Light,Sky,A few minutes later it seemed as if we were being invaded. ((Starlink satellites)),5/15/20,
2721,4/16/20 18:30,Palm Spring,CA,USA,Light,30 minutes,the light were headed eastbound they were one after any in a straight line. ((Starlink satellites?)),6/25/20,
2722,4/16/20 18:00,Rathdrum,ID,USA,Circle,15+,"Towards the North East ..in perfect, steady, evenly spaced where a stream of white lights. ((Starlink satellites?))",6/25/20,
2723,4/16/20 17:30,Vancouver (Canada),BC,Canada,Circle,2 minutes,I looked up the sky from my rooftop at the aforementioned time/date and noticed 6-8 orbs like flying objects floating/flying very high,6/25/20,
2724,4/16/20 17:00,Castlegar (Canada),BC,Canada,Light,2 minutes,Stepped ouside and saw over 30 lights moving fast in various formations. ((Starlink satellites)),5/1/20,
2725,4/16/20 16:35,Santa Barbara,CA,USA,,,MADAR Node 57,6/25/20,
2726,4/16/20 16:10,Antioch,CA,USA,Unknown,10 minutes,GIGANTIC DARK CRAFT CLOAKED INSIDE A CLOUD CLEARLY POPS OUT OF CLOUD SEVERAL TIMES DUE TO MALFUNCTION OF SOME SORT,6/25/20,
2727,4/16/20 15:32,Pueblo,CO,USA,,,MADAR Node 83,6/25/20,
2728,4/16/20 15:31,Springdale,AR,USA,Sphere,2 minutes,Had been taking pictures & seeing strange black spheres when zooming in on picture. Then we noticed these white objects as well.,6/25/20,
2729,4/16/20 10:30,Hopkins,MI,USA,Circle,10 minutes,Lights kept coming in same intervals and speed following same line. ((Starlink satellites?)),6/25/20,
2730,4/16/20 10:05,Petoskey,MI,USA,Unknown,27 minutes,Strange lights in the sky that look like stars but were moving too quick to be satellites are airplanes ((Starlink satellites?)),6/25/20,
2731,4/16/20 10:00,Boise,ID,USA,Light,20 minutes,"26 extremely fast moving objects in the sky above Boise, Id. ((Starlink satellites?))",6/25/20,
2732,4/16/20 09:51,Lanagan,MO,USA,Light,Continue straight line li,Lined up lights flying across sky. ((Starlink satellites?)),6/25/20,
2733,4/16/20 09:45,Nampa,ID,USA,Circle,20 minutes,moved for about 30 to 45 minutes and then stopped and went back to a yellow ((NUFORC Note: Venus??)),5/15/20,
2734,4/16/20 09:30,Santee,CA,USA,Formation,,I noticed the stars and another in a perfect line. ((Starlink satellites)),6/25/20,
2735,4/16/20 09:10,Ft. Worth,TX,USA,Circle,10 minutes,I was star gazing . As I normally do every night. I was looking at the biggest brightest star in our sky . I looked up higher above and,6/25/20,
2736,4/16/20 09:00,Palm Springs,CA,USA,Light,3 minutes,About 4 little lights far up in night sky in a line following each other. ((Starlink satellites)),6/25/20,
2737,4/16/20 09:00,Orange,MA,USA,,30 minutes,"I was staring at The Polaris star last night and noticed a craft, with red and white lights that I originally thought was an aircraft b",6/25/20,
2738,4/16/20 09:00,Chattaroy,WA,USA,Other,1 hour,((NUFORC Note: No information provided by source of report. PD)),5/15/20,
2739,4/16/20 05:05,Notre-Dame du Nord (Canada),QC,Canada,Circle,5 minutes,10 to 12 dots in s straight line heading NW. ((Starlink satellites?)),6/25/20,
2740,4/16/20 05:00,Union,WA,USA,,10 minutes,Approximately 30 solid lights that appeared to be stars crossed the sky. ((Starlink satellites?)),6/25/20,
2741,4/16/20 02:44,Aliquippa,PA,USA,,,MADAR Node 68,6/25/20,
2742,4/16/20 02:11,North Port,FL,USA,,,MADAR Node 147,6/25/20,
2743,4/16/20 01:00,Amarillo,TX,USA,Triangle,Few seconds,Four lights seen in morning sky.,6/25/20,
2744,4/16/20 00:55,Saint Clair Shores,MI,USA,Oval,3-4 seconds,Bright White Orb Right Above Me!,6/25/20,
2745,4/15/20 23:30,Toronto (Canada),ON,Canada,Sphere,45 minutes (approximately,Very large sphere hovering in the sky and casting a deep orange light,6/25/20,
2746,4/15/20 23:30,Warner Robins,GA,USA,Unknown,25 minutes,I noticed that a line of objects was made that looked like airplanes. ((Starlink satellites?)),6/25/20,
